pl_name,hostname,pl_letter,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,st_spectype
KOI-1833 d,Kepler-968,d,Gaia DR2 2132152474478407040,1,3,0,Transit,2021,Kepler,7.68433487,0.00000717,-0.00000717,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90508198,0.00000021,-0.00000021,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90508240,0.00000012,-0.00000012,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90508100,0.00007200,-0.00007200,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90508198,0.00000021,-0.00000021,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90508198,0.00000021,-0.00000021,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90508198,0.00000021,-0.00000021,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90508168,0.00000035,-0.00000035,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90512604,0.00003593,-0.00003593,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90508168,0.00000035,-0.00000035,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90512000,0.00005000,-0.00005000,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,3.90508194,0.00000006,-0.00000006,0,
KOI-217 b,KOI-217,b,Gaia DR2 2080095679848047872,1,1,0,Transit,2010,Kepler,,,,,
KOI-3503 b,KOI-3503,b,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,21.18758460,0.00044760,-0.00044760,0,
KOI-3503 b,KOI-3503,b,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,21.18758460,0.00044760,-0.00044760,0,
KOI-3503 b,KOI-3503,b,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,21.18500000,,,0,
KOI-3503 b,KOI-3503,b,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,21.18761850,0.00071370,-0.00071370,0,
KOI-3503 b,KOI-3503,b,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,21.18761850,0.00071370,-0.00071370,0,
KOI-3503 b,KOI-3503,b,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,21.18758460,0.00044760,-0.00044760,0,
KOI-3503 c,KOI-3503,c,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,31.82453040,0.00079280,-0.00079280,0,
KOI-3503 c,KOI-3503,c,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,31.82800000,,,0,
KOI-3503 c,KOI-3503,c,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,31.82453040,0.00079280,-0.00079280,0,
KOI-3503 c,KOI-3503,c,Gaia DR2 2077601373302068352,1,2,0,Transit,2021,Kepler,31.82453040,0.00079280,-0.00079280,0,
KOI-351 b,KOI-351,b,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,7.00828076,0.00004397,-0.00004397,0,
KOI-351 b,KOI-351,b,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,7.00815100,0.00001900,-0.00001900,0,
KOI-351 b,KOI-351,b,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,7.00821787,0.00004701,-0.00004701,0,
KOI-351 b,KOI-351,b,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,7.00823498,0.00005849,-0.00005849,0,
KOI-351 b,KOI-351,b,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,,,,,
KOI-351 b,KOI-351,b,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,7.00828076,0.00004397,-0.00004397,0,
KOI-351 b,KOI-351,b,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,7.00823300,0.00008800,-0.00008800,0,
KOI-351 b,KOI-351,b,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,7.00821787,0.00004701,-0.00004701,0,
KOI-351 c,KOI-351,c,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,8.71980135,0.00002988,-0.00002988,0,
KOI-351 c,KOI-351,c,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,8.71975915,0.00007969,-0.00007969,0,
KOI-351 c,KOI-351,c,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,8.71989000,0.00010000,-0.00010000,0,
KOI-351 c,KOI-351,c,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,8.71980135,0.00002988,-0.00002988,0,
KOI-351 c,KOI-351,c,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,8.71982853,0.00006248,-0.00006248,0,
KOI-351 c,KOI-351,c,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,,,,,
KOI-351 c,KOI-351,c,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,8.71982853,0.00006248,-0.00006248,0,
KOI-351 c,KOI-351,c,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,8.71937500,0.00002700,-0.00002700,0,
KOI-351 d,KOI-351,d,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,,,,,
KOI-351 d,KOI-351,d,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,59.73721246,0.00000708,-0.00000708,0,
KOI-351 d,KOI-351,d,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,59.73714430,0.00024020,-0.00024020,0,
KOI-351 d,KOI-351,d,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,59.73667000,0.00038000,-0.00038000,0,
KOI-351 d,KOI-351,d,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,59.73703480,0.00026430,-0.00026430,0,
KOI-351 d,KOI-351,d,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,59.73679190,0.00032196,-0.00032196,0,
KOI-351 d,KOI-351,d,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,59.73703480,0.00026430,-0.00026430,0,
KOI-351 d,KOI-351,d,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,59.73714430,0.00024020,-0.00024020,0,
KOI-351 d,KOI-351,d,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,59.73716000,0.00039000,-0.00039000,0,
KOI-351 e,KOI-351,e,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,,,,,
KOI-351 e,KOI-351,e,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,91.94046030,0.00058640,-0.00058640,0,
KOI-351 e,KOI-351,e,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,91.94069000,0.00085000,-0.00085000,0,
KOI-351 e,KOI-351,e,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,91.94012530,0.00054660,-0.00054660,0,
KOI-351 e,KOI-351,e,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,91.94046030,0.00058640,-0.00058640,0,
KOI-351 e,KOI-351,e,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,91.94012530,0.00054660,-0.00054660,0,
KOI-351 e,KOI-351,e,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,91.93913000,0.00073000,-0.00073000,0,
KOI-351 e,KOI-351,e,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,91.93984249,0.00047926,-0.00047926,0,
KOI-351 e,KOI-351,e,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,91.93933735,0.00000950,-0.00000950,0,
KOI-351 f,KOI-351,f,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,124.92251600,0.00281600,-0.00281600,0,
KOI-351 f,KOI-351,f,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,124.91440000,0.00190000,-0.00190000,0,
KOI-351 f,KOI-351,f,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,,,,,
KOI-351 f,KOI-351,f,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,124.91633700,0.00144300,-0.00144300,0,
KOI-351 f,KOI-351,f,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,124.91349729,0.00037797,-0.00037797,0,
KOI-351 f,KOI-351,f,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,124.92251600,0.00281600,-0.00281600,0,
KOI-351 f,KOI-351,f,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,124.91633700,0.00144300,-0.00144300,0,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,210.60300000,,,0,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,210.59351330,0.00001099,-0.00001099,0,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,210.60138430,0.00023470,-0.00023470,0,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,210.59659000,0.00040000,-0.00040000,0,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,,,,,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,210.60697000,0.00043000,-0.00043000,0,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,210.59334066,0.00018129,-0.00018129,0,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,210.60311050,0.00038210,-0.00038210,0,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,210.60138430,0.00023470,-0.00023470,0,
KOI-351 g,KOI-351,g,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,210.60311050,0.00038210,-0.00038210,0,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,331.59727320,0.00024590,-0.00024590,0,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,331.60110810,0.00071160,-0.00071160,0,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,331.64300000,0.00130000,-0.00130000,0,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,331.60110810,0.00071160,-0.00071160,0,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,331.60110810,0.00071160,-0.00071160,0,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,331.60059000,0.00037000,-0.00037000,0,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,,,,,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,331.60100000,,,0,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,331.59727320,0.00024590,-0.00024590,0,
KOI-351 h,KOI-351,h,Gaia DR2 2132193431285570304,1,8,0,Transit,2013,Kepler,331.60110810,0.00071160,-0.00071160,0,
KOI-3680 b,KOI-3680,b,Gaia DR2 2126518783059463168,1,1,0,Transit,2018,Kepler,141.24154050,0.00009485,-0.00009485,0,
KOI-3680 b,KOI-3680,b,Gaia DR2 2126518783059463168,1,1,0,Transit,2018,Kepler,141.24164672,0.00009865,-0.00009865,0,
KOI-3680 b,KOI-3680,b,Gaia DR2 2126518783059463168,1,1,0,Transit,2018,Kepler,141.24167100,0.00008600,-0.00008600,0,
KOI-3680 b,KOI-3680,b,Gaia DR2 2126518783059463168,1,1,0,Transit,2018,Kepler,141.24164672,0.00009865,-0.00009865,0,
KOI-3680 b,KOI-3680,b,Gaia DR2 2126518783059463168,1,1,0,Transit,2018,Kepler,141.24174303,0.00000234,-0.00000234,0,
KOI-3680 b,KOI-3680,b,Gaia DR2 2126518783059463168,1,1,0,Transit,2018,Kepler,141.24154050,0.00009485,-0.00009485,0,
KOI-3680 b,KOI-3680,b,Gaia DR2 2126518783059463168,1,1,0,Transit,2018,Kepler,141.24164672,0.00009865,-0.00009865,0,
KOI-4777.01,KOI-4777,b,Gaia DR2 2102436351673656704,1,1,0,Transit,2014,Kepler,0.82400012,0.00000281,-0.00000281,0,
KOI-4777.01,KOI-4777,b,Gaia DR2 2102436351673656704,1,1,0,Transit,2014,Kepler,0.82400012,0.00000281,-0.00000281,0,
KOI-4777.01,KOI-4777,b,Gaia DR2 2102436351673656704,1,1,0,Transit,2014,Kepler,0.82400012,0.00000281,-0.00000281,0,
KOI-4777.01,KOI-4777,b,Gaia DR2 2102436351673656704,1,1,0,Transit,2014,Kepler,0.41200000,0.00000100,-0.00000100,0,
KOI-4777.01,KOI-4777,b,Gaia DR2 2102436351673656704,1,1,0,Transit,2014,Kepler,0.82400012,0.00000281,-0.00000281,0,
KOI-55 b,KOI-55,b,Gaia DR2 2076819620539690880,1,2,0,Orbital Brightness Modulation,2011,Kepler,0.24010400,0.00000400,-0.00000400,0,B
KOI-55 c,KOI-55,c,Gaia DR2 2076819620539690880,1,2,0,Orbital Brightness Modulation,2011,Kepler,0.34288700,0.00001300,-0.00001300,0,B
KOI-7368 b,KOI-7368,b,Gaia DR2 2128840912955018368,1,1,0,Transit,2022,Kepler,6.84293900,0.00277200,-0.00277200,0,
KOI-7368 b,KOI-7368,b,Gaia DR2 2128840912955018368,1,1,0,Transit,2022,Kepler,6.84293900,,,0,
KOI-7368 b,KOI-7368,b,Gaia DR2 2128840912955018368,1,1,0,Transit,2022,Kepler,6.84293900,,,0,
KOI-7368 b,KOI-7368,b,Gaia DR2 2128840912955018368,1,1,0,Transit,2022,Kepler,6.84303440,0.00001250,-0.00001250,0,
KOI-7913 b,KOI-7913 A,b,Gaia DR2 2106235301785454208,2,1,0,Transit,2022,Kepler,24.27838010,0.00035880,-0.00035880,0,
KOI-7913 b,KOI-7913 A,b,Gaia DR2 2106235301785454208,2,1,0,Transit,2022,Kepler,24.27855300,0.00026300,-0.00026300,0,K6 V
KOI-7913 b,KOI-7913 A,b,Gaia DR2 2106235301785454208,2,1,0,Transit,2022,Kepler,24.27838010,0.00035880,-0.00035880,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74316827,0.00000468,-0.00000468,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74317556,0.00000910,-0.00000910,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74317556,0.00000910,-0.00000910,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74317556,0.00000910,-0.00000910,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74324500,0.00003100,-0.00003100,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74317556,0.00000910,-0.00000910,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,,,,,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74316673,0.00000561,-0.00000561,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74320800,0.00001500,-0.00001500,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74312602,0.00000713,-0.00000713,0,
KOI-94 b,KOI-94,b,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,3.74316673,0.00000561,-0.00000561,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42368920,0.00000540,-0.00000540,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42367777,0.00000716,-0.00000716,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42367744,0.00000717,-0.00000717,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42363688,0.00000417,-0.00000417,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42367777,0.00000716,-0.00000716,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42370700,0.00002600,-0.00002600,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,,,,,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42400000,,,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42367777,0.00000716,-0.00000716,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42367777,0.00000716,-0.00000716,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42367744,0.00000717,-0.00000717,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42368297,0.00000134,-0.00000134,0,
KOI-94 c,KOI-94,c,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,10.42364800,0.00001600,-0.00001600,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34296958,0.00000331,-0.00000331,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34296958,0.00000331,-0.00000331,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34297117,0.00000260,-0.00000260,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34300000,,,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34298900,0.00000670,-0.00000670,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34296958,0.00000331,-0.00000331,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34297040,0.00000360,-0.00000360,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34296483,0.00000340,-0.00000340,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34296958,0.00000331,-0.00000331,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34296949,0.00000027,-0.00000027,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34300100,0.00001100,-0.00001100,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34297100,0.00000400,-0.00000400,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34287730,0.00008631,-0.00008631,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,22.34296483,0.00000340,-0.00000340,0,
KOI-94 d,KOI-94,d,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,,,,,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.31998605,0.00003603,-0.00003603,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,,,,,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.31998605,0.00003603,-0.00003603,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.31996151,0.00003391,-0.00003391,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.32009167,0.00003067,-0.00003067,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.31993000,0.00012000,-0.00012000,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.31996151,0.00003391,-0.00003391,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.31998605,0.00003603,-0.00003603,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.31998150,0.00000414,-0.00000414,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,,,,,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.31998605,0.00003603,-0.00003603,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.31983200,0.00003500,-0.00003500,0,
KOI-94 e,KOI-94,e,Gaia DR2 2076970047474270208,2,4,0,Transit,2013,Kepler,54.32031000,0.00012000,-0.00012000,0,
KOI-984 b,KOI-984,b,,1,2,0,Transit,2022,Kepler,4.28745547,0.00000125,-0.00000125,0,
KOI-984 b,KOI-984,b,,1,2,0,Transit,2022,Kepler,4.28737750,0.00000460,-0.00000460,0,
KOI-984 b,KOI-984,b,,1,2,0,Transit,2022,Kepler,4.28745547,0.00000125,-0.00000125,0,
KOI-984 b,KOI-984,b,,1,2,0,Transit,2022,Kepler,4.28816271,0.00000949,-0.00000949,0,
KOI-984 b,KOI-984,b,,1,2,0,Transit,2022,Kepler,4.28746668,0.00001524,-0.00001524,0,
KOI-984 b,KOI-984,b,,1,2,0,Transit,2022,Kepler,4.28817850,0.00000350,-0.00000350,0,
KOI-984 b,KOI-984,b,,1,2,0,Transit,2022,Kepler,4.28746668,0.00001524,-0.00001524,0,
KOI-984 b,KOI-984,b,,1,2,0,Transit,2022,Kepler,4.28817850,0.00000350,-0.00000350,0,
KOI-984 b,KOI-984,b,,1,2,0,Transit,2022,Kepler,4.28745547,0.00000125,-0.00000125,0,
KOI-984 c,KOI-984,c,,1,2,0,Transit Timing Variations,2022,Kepler,21.51200000,0.00040000,-0.00040000,0,
KOI-984 c,KOI-984,c,,1,2,0,Transit Timing Variations,2022,Kepler,8.59990000,0.00040000,-0.00040000,0,
KPS-1 b,KPS-1,b,Gaia DR2 1055895483267019392,1,1,0,Transit,2018,Acton Sky Portal Observatory,1.70632540,0.00000076,-0.00000076,0,
KPS-1 b,KPS-1,b,Gaia DR2 1055895483267019392,1,1,0,Transit,2018,Acton Sky Portal Observatory,1.70632410,0.00000150,-0.00000150,0,K1 V
KPS-1 b,KPS-1,b,Gaia DR2 1055895483267019392,1,1,0,Transit,2018,Acton Sky Portal Observatory,1.70629100,0.00005900,-0.00005900,0,K1 V
KPS-1 b,KPS-1,b,Gaia DR2 1055895483267019392,1,1,0,Transit,2018,Acton Sky Portal Observatory,1.70630400,0.00004300,-0.00004300,0,K1 V
KPS-1 b,KPS-1,b,Gaia DR2 1055895483267019392,1,1,0,Transit,2018,Acton Sky Portal Observatory,1.70632640,0.00000110,-0.00000110,0,
Kapteyn c,Kapteyn,c,Gaia DR2 4810594479417465600,1,1,0,Radial Velocity,2014,Multiple Observatories,121.54000000,0.25000000,-0.25000000,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,,,,,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749128,0.00000034,-0.00000034,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749070,0.00000020,-0.00000020,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749133,0.00000027,-0.00000027,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749070,0.00000020,-0.00000020,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749080,0.00000150,-0.00000150,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749133,0.00000027,-0.00000027,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749149,0.00000018,-0.00000018,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,,,,,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749122,0.00000030,-0.00000030,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749026,0.00000029,-0.00000029,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749070,0.00000020,-0.00000020,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83750100,0.00000500,-0.00000400,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749100,0.00000200,-0.00000200,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749968,0.00000727,-0.00000727,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749122,0.00000030,-0.00000030,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83700000,,,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749133,0.00000027,-0.00000027,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749500,0.00000400,-0.00000500,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749133,0.00000027,-0.00000027,0,
Kepler-10 b,Kepler-10,b,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,0.83749120,0.00000030,-0.00000030,0,
Kepler-10 c,Kepler-10,c,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,45.29431400,0.00003200,-0.00003100,0,
Kepler-10 c,Kepler-10,c,Gaia DR2 2132155017099178624,1,3,0,Transit,2011,Kepler,45.29406000,0.00020000,-0.00020000,0,
